20200,1,20200
17500,1,17500
16000,0.15,2400
15800,0.6,9480
16800,0.76,12768
21999,0.5,10999.5
21700,0.4,8680
21550,0.4,8620
23510,0.4,9404
23450,0.4,9380
23340,0.6,14004
23555,0.4,9422
23618,0.4,9447.2
