time,open,high,low,close,vol,date
1651536000000,6.94,7.13,6.69,6.85,1239669.15,2022-05-03
1651622400000,6.86,7.97,6.83,7.93,2536415.52,2022-05-04
1651708800000,7.93,8.11,6.96,7.34,2925514.8,2022-05-05
1651795200000,7.35,7.7,6.85,7.59,2686760.07,2022-05-06
1651881600000,7.59,7.65,6.97,7.18,2468567.96,2022-05-07
1651968000000,7.18,7.34,6.85,7.09,2402992.12,2022-05-08
1652054400000,7.1,7.22,5.9,5.95,5910358.919,2022-05-09
1652140800000,5.95,6.66,5.75,6.07,5405883.36,2022-05-10
1652227200000,6.08,6.22,4.65,4.91,9587421.08,2022-05-11
1652313600000,4.92,5.2,3.73,4.67,8726581.3,2022-05-12
1652400000000,4.67,5.47,4.6,5.13,4218652.85,2022-05-13
1652486400000,5.14,5.38,4.72,5.17,3157543.73,2022-05-14
1652572800000,5.18,5.47,4.98,5.46,2656164.5,2022-05-15
1652659200000,5.46,5.46,4.89,5.06,2815061.2,2022-05-16
1652745600000,5.06,5.51,5.04,5.47,3218048.3,2022-05-17
1652832000000,5.47,5.55,4.87,4.89,2512634.31,2022-05-18
1652918400000,4.9,5.35,4.73,5.19,3074014.69,2022-05-19
1653004800000,5.2,5.52,4.92,5.1,3301934.51,2022-05-20
1653091200000,5.1,5.38,4.98,5.24,1909543.26,2022-05-21
1653177600000,5.24,5.54,5.12,5.48,2259806.45,2022-05-22
1653264000000,5.49,6.08,5.36,5.62,4457774.11,2022-05-23
1653350400000,5.63,5.83,5.28,5.6,3734107.58,2022-05-24
1653436800000,5.6,5.8,5.38,5.62,3072355.39,2022-05-25
1653523200000,5.63,5.77,4.77,4.95,4505027.86,2022-05-26
1653609600000,4.95,5.09,4.59,4.69,5120258.03,2022-05-27
1653696000000,4.7,5.03,4.61,4.98,2470893.6,2022-05-28
1653782400000,4.99,5.03,4.77,4.95,2160832.05,2022-05-29
1653868800000,4.95,5.7,4.89,5.66,3675000.23,2022-05-30
1653955200000,5.66,5.88,5.54,5.7,3488946.0,2022-05-31
1654041600000,5.7,5.82,5.1,5.14,2830546.52,2022-06-01
1654128000000,5.14,5.34,5.04,5.3,2429713.61,2022-06-02
1654214400000,5.3,5.34,4.96,5.08,1457460.12,2022-06-03
1654300800000,5.08,5.18,4.94,5.13,1013048.94,2022-06-04
1654387200000,5.13,5.23,4.91,5.09,1087831.95,2022-06-05
1654473600000,5.1,5.42,5.09,5.37,1867925.83,2022-06-06
1654560000000,5.38,5.42,4.93,5.22,3231580.55,2022-06-07
1654646400000,5.22,5.33,5.03,5.09,2123447.57,2022-06-08
1654732800000,5.09,5.36,5.02,5.2,853487.87,2022-06-09
1654819200000,5.21,5.23,4.76,4.81,1581466.82,2022-06-10
1654905600000,4.82,4.97,4.33,4.39,2353190.48,2022-06-11
1654992000000,4.39,4.48,4.05,4.06,2323564.16,2022-06-12
1655078400000,4.07,4.14,3.45,3.66,6519155.239,2022-06-13
1655164800000,3.68,3.93,3.35,3.86,4168211.001,2022-06-14
1655251200000,3.87,4.43,3.39,4.42,6369871.19,2022-06-15
1655337600000,4.43,4.47,3.75,3.83,4771731.28,2022-06-16
1655424000000,3.84,4.01,3.79,3.93,1993568.78,2022-06-17
1655510400000,3.94,4.09,3.33,3.64,3885227.55,2022-06-18
1655596800000,3.65,4.27,3.49,4.19,3544123.62,2022-06-19
1655683200000,4.2,4.4,3.98,4.29,4592702.26,2022-06-20
