time,open,high,low,close,vol,date
1677628800000,0.4914,0.56,0.48373,0.54079,164258717.0,2023-03-01
1677715200000,0.54059,0.55499,0.49347,0.52951,97732704.0,2023-03-02
1677801600000,0.52914,0.52943,0.43245,0.4598,149075162.0,2023-03-03
1677888000000,0.45979,0.49392,0.42306,0.47634,150850491.0,2023-03-04
1677974400000,0.47659,0.49387,0.45954,0.46567,94944811.0,2023-03-05
1678060800000,0.46578,0.46578,0.43009,0.4403,67532244.0,2023-03-06
1678147200000,0.44033,0.45,0.3989,0.41506,83160865.0,2023-03-07
1678233600000,0.41506,0.4204,0.34851,0.36155,106718201.0,2023-03-08
1678320000000,0.36157,0.39,0.31841,0.33004,130768144.0,2023-03-09
1678406400000,0.32993,0.34156,0.2851,0.33573,192006756.0,2023-03-10
1678492800000,0.33595,0.3391,0.2933,0.31274,131159719.0,2023-03-11
1678579200000,0.31265,0.38453,0.30434,0.37667,160456724.0,2023-03-12
1678665600000,0.3766,0.40288,0.34249,0.38937,211198250.0,2023-03-13
1678752000000,0.38937,0.5265,0.37277,0.48275,374743650.0,2023-03-14
1678838400000,0.48272,0.564,0.41163,0.45475,498284123.0,2023-03-15
1678924800000,0.45472,0.51493,0.4475,0.49292,238261958.0,2023-03-16
1679011200000,0.49283,0.55999,0.4766,0.55737,276990687.0,2023-03-17
1679097600000,0.55758,0.59,0.49744,0.50511,233867541.0,2023-03-18
1679184000000,0.50521,0.53322,0.485,0.51672,160580386.0,2023-03-19
1679270400000,0.51679,0.52982,0.45001,0.45657,137386744.0,2023-03-20
1679356800000,0.45652,0.49744,0.44503,0.47539,121726633.0,2023-03-21
1679443200000,0.47532,0.52661,0.45741,0.4856,233074178.0,2023-03-22
1679529600000,0.4856,0.50399,0.472,0.49511,31160183.0,2023-03-23
