time,open,high,low,close,vol,date
1636502400000,4732.33,4868.0,4461.93,4628.78,553596.99163,2021-11-10
1636588800000,4628.68,4779.0,4576.47,4719.0,303688.9765,2021-11-11
1636675200000,4719.0,4809.71,4507.85,4665.46,461580.0415,2021-11-12
1636761600000,4665.47,4707.6,4584.08,4644.28,220720.6611,2021-11-13
1636848000000,4644.27,4696.05,4514.12,4626.5,245309.0674,2021-11-14
1636934400000,4626.5,4772.01,4540.0,4563.78,375421.6601,2021-11-15
1637020800000,4563.77,4563.77,4103.0,4209.76,735857.063,2021-11-16
1637107200000,4209.59,4299.91,4063.48,4287.8,472852.1842,2021-11-17
1637193600000,4288.07,4344.81,3956.44,3996.9,576945.1837,2021-11-18
1637280000000,3996.9,4308.97,3973.01,4294.76,420045.0897,2021-11-19
1637366400000,4294.75,4435.88,4199.86,4412.17,365584.578,2021-11-20
1637452800000,4412.17,4451.0,4242.41,4258.31,340206.3203,2021-11-21
1637539200000,4259.7,4320.0,4022.74,4085.97,518501.3338,2021-11-22
1637625600000,4086.28,4385.59,4059.62,4339.44,502811.7902,2021-11-23
1637712000000,4339.45,4373.94,4167.65,4269.36,448727.0306,2021-11-24
1637798400000,4270.1,4550.0,4248.27,4524.85,445868.2434,2021-11-25
1637884800000,4524.48,4551.0,3913.0,4041.2,720245.1612,2021-11-26
1637971200000,4041.2,4183.66,4028.34,4095.29,275326.5202,2021-11-27
1638057600000,4095.29,4298.51,3964.0,4294.78,346471.3551,2021-11-28
1638144000000,4294.77,4458.92,4276.89,4444.53,406881.2284,2021-11-29
1638230400000,4444.54,4753.0,4346.36,4630.26,743024.4662,2021-11-30
1638316800000,4630.25,4778.75,4523.99,4582.95,508198.3105,2021-12-01
1638403200000,4582.95,4634.83,4433.0,4511.21,451861.9545,2021-12-02
1638489600000,4511.35,4654.88,4032.5,4215.73,677974.8659,2021-12-03
1638576000000,4215.01,4238.59,3503.68,4117.25,1111773.1451,2021-12-04
1638662400000,4117.25,4248.19,4031.39,4196.44,536325.4413,2021-12-05
1638748800000,4196.44,4376.15,3921.0,4347.59,726742.9638,2021-12-06
1638835200000,4347.57,4425.0,4255.92,4306.4,420749.751,2021-12-07
1638921600000,4306.4,4450.49,4222.95,4436.91,429403.9351,2021-12-08
1639008000000,4436.91,4488.0,4076.16,4105.64,462173.711,2021-12-09
1639094400000,4105.64,4231.08,3887.37,3897.94,563236.5671,2021-12-10
1639180800000,3898.31,4097.08,3828.22,4089.37,427853.4343,2021-12-11
1639267200000,4089.68,4173.63,3986.25,4130.0,260535.5157,2021-12-12
1639353600000,4130.0,4142.75,3671.45,3781.93,533467.2307,2021-12-13
1639440000000,3781.92,3882.74,3685.0,3858.99,395145.7462,2021-12-14
1639526400000,3858.99,4092.22,3643.73,4019.08,542068.0573,2021-12-15
1639612800000,4019.54,4113.43,3942.11,3958.11,368780.031,2021-12-16
1639699200000,3959.11,3994.1,3700.0,3875.42,463370.9225,2021-12-17
1639785600000,3875.43,3996.93,3767.01,3959.93,339593.2543,2021-12-18
1639872000000,3959.93,4032.43,3884.0,3924.14,306006.323,2021-12-19
1639958400000,3924.14,3983.37,3753.0,3944.73,366916.4771,2021-12-20
1640044800000,3944.72,4063.0,3913.21,4014.15,340826.3553,2021-12-21
1640131200000,4014.41,4074.87,3933.4,3979.51,303191.8076,2021-12-22
1640217600000,3979.51,4150.0,3893.23,4111.41,380207.8166,2021-12-23
1640304000000,4111.41,4134.84,4017.17,4046.36,230833.1661,2021-12-24
1640390400000,4046.35,4137.91,4018.62,4094.83,208126.8805,2021-12-25
1640476800000,4094.36,4105.0,4000.0,4063.56,189309.255,2021-12-26
1640563200000,4063.57,4127.46,4031.0,4037.23,222225.3761,2021-12-27
1640649600000,4037.22,4037.23,3759.36,3792.75,358064.7163,2021-12-28
1640736000000,3792.75,3827.78,3604.2,3630.19,302753.6375,2021-12-29
1640822400000,3630.18,3769.1,3585.0,3709.27,249263.7305,2021-12-30
1640908800000,3709.27,3815.0,3622.29,3676.23,268014.2942,2021-12-31
